"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
1200,-1.65046746271677,10.5623221549354,0.00771183287729396,0.0251967258525411,"lmo2749","AL591824.1",2824079,2824651,"+",573
639,-1.44080865331565,10.3755993024669,0.0078765569556636,0.0256168756035114,"lmo1488","AL591824.1",1520659,1521225,"-",567
938,-1.76133633023393,10.648305647854,0.00804476063701188,0.0260444533864905,"lmo2162","AL591824.1",2245143,2245883,"-",741
1103,-0.864332607196222,10.7771664425557,0.00816637961648028,0.0263180143094751,"lmo2516","AL591824.1",2594908,2595543,"+",636
908,-0.990311349387441,10.8838003580758,0.00820396847004584,0.0263195187568439,"lmo2095","AL591824.1",2174488,2175420,"-",933
692,-1.39577209489312,10.3286827493431,0.00847345506677412,0.0270616200105534,"lmo1623","AL591824.1",1665414,1666097,"-",684
597,-1.44863972359698,10.3769978839478,0.00862276457678288,0.0273928957032475,"lisR","AL591824.1",1402550,1403230,"+",681
1206,-0.926026556301609,10.8328085921682,0.00865445505998227,0.0273928957032475,"lmo2764","AL591824.1",2845613,2846497,"+",885
716,-2.01678112004301,11.860082355246,0.00904715367501284,0.0285085864692627,"menE","AL591824.1",1725584,1726993,"-",1410
1113,-8.97459652790817,8.88264547533113,0.00937934127168784,0.0294245706266667,"lmo2542","AL591824.1",2618542,2618575,"-",34
1146,-3.3695110122274,11.1825612653018,0.00951081699250047,0.0296382116179343,"rpmD","AL591824.1",2697267,2697446,"-",180
291,-1.48110426683385,10.4043439196054,0.00956903966084899,0.0296382116179343,"lmo0717","AL591824.1",748537,749205,"+",669
1132,-8.96908810231527,8.87379725740904,0.00957284973273197,0.0296382116179343,"lmo2580","AL591824.1",2660365,2660403,"-",39
790,-8.80828769530996,8.74361917349459,0.00962743150286276,0.0296776040675204,"lmo1847","AL591824.1",1923789,1923819,"-",31
1005,-1.5616704576897,10.4620968205046,0.00976332636976807,0.0299662268232275,"lmo2297","AL591824.1",2380419,2381009,"-",591
47,-9.16679569369198,9.0477210234127,0.00981869719937251,0.0300062772170479,"lmo0094","AL591824.1",103065,103094,"+",30
946,-9.16230855581918,9.05114442349333,0.0101253237277509,0.0308105344333708,"lmo2192","AL591824.1",2280202,2280229,"-",28
641,-0.891712243241968,10.8087577044979,0.0102164214393485,0.0309548837628125,"lmo1490","AL591824.1",1521533,1522354,"-",822
1168,-1.4692358495446,10.3776344284224,0.0102648527911525,0.0309692792720305,"lmo2671","AL591824.1",2744571,2744939,"-",369
353,-1.52910455314215,10.4161085791951,0.0104071000345914,0.0311799327053074,"lmo0877","AL591824.1",916436,917164,"+",729
1070,-1.95377879239436,11.8015168031281,0.0104480757699261,0.0311799327053074,"lmo2414","AL591824.1",2484816,2486117,"-",1302
193,-0.940920242504868,10.8452406798961,0.010467083911442,0.0311799327053074,"lmo0454","AL591824.1",488802,489749,"-",948
326,-1.40027386775865,10.3327935360726,0.0105105838033406,0.0311799327053074,"lmo0784","AL591824.1",807255,807689,"-",435
609,-0.830556409128141,10.7403748371118,0.0106112766842124,0.0313474798712774,"lmo1419","AL591824.1",1449647,1450684,"-",1038
85,-0.64684537377429,11.1354320308581,0.0106967382128822,0.0313774063951858,"lmo0162","AL591824.1",162467,163459,"+",993
951,-9.16774372099332,9.04003320330033,0.0107099186849576,0.0313774063951858,"lmo2199","AL591824.1",2288524,2288554,"-",31
834,-1.44581839850991,10.3496950217653,0.011332775006941,0.0330655863371242,"menH","AL591824.1",2005953,2006666,"-",714
1239,-1.76795105131681,11.637500455538,0.011396591833309,0.0331155065976068,"lmo2823","AL591824.1",2910085,2911326,"-",1242
1154,-8.90274485938433,8.81317041224175,0.0124122030675336,0.0359193958158423,"lmo2645","AL591824.1",2718268,2718303,"-",36
1220,-0.764804388450327,11.2570262807724,0.0124782814328819,0.0359638273817613,"parA","AL591824.1",2878004,2878765,"-",762
58,-1.28028802584584,10.2178271100131,0.012743618231383,0.0365798596196377,"lmaB","AL591824.1",122798,123187,"+",390
1190,-1.49769853674598,10.39544610054,0.012916362925509,0.0369262149765561,"lmo2728","AL591824.1",2802543,2802998,"+",456
925,-0.711902024268465,11.1945756802965,0.0129742204390981,0.0369426598045003,"lmo2124","AL591824.1",2205709,2207016,"-",1308
203,-1.51639953064518,10.4073913626015,0.0132550979417383,0.0375114022860117,"lmo0500","AL591824.1",535428,536078,"+",651
631,-8.88225754990164,8.80500512779929,0.0132797771139477,0.0375114022860117,"lmo1462","AL591824.1",1495859,1495894,"-",36
666,-1.49587422178391,10.3890034863386,0.0133591474442461,0.037583275759399,"lmo1549","AL591824.1",1583242,1583916,"-",675
281,-1.49941520198228,10.3971815891621,0.0134112394458786,0.037583275759399,"lmo0706","AL591824.1",739723,740598,"+",876
940,-1.67155537340621,11.5461906439772,0.0136825239965593,0.038192557140002,"lmo2172","AL591824.1",2253221,2254804,"-",1584
804,-1.67709477421652,11.5515848973228,0.0141161791368034,0.0392485137568378,"lmo1875","AL591824.1",1948871,1950763,"-",1893
155,-1.46590840117578,10.3630106651921,0.0146338572932411,0.0405289250816718,"lmo0347","AL591824.1",375842,376492,"-",651
517,-1.40774881581217,10.3032313481235,0.0147229915639917,0.0406171245870434,"lmo1181","AL591824.1",1209053,1209808,"+",756
209,-1.35076470067774,10.2630330061472,0.014799325331782,0.0406694637993544,"lmo0513","AL591824.1",546680,547138,"-",459
59,-0.692159232066843,10.6152898532633,0.0152638524966767,0.0417840595372347,"lmaA","AL591824.1",123200,123712,"+",513
693,-1.64338448971973,11.5191931650779,0.0161228717890831,0.0439658311479228,"lmo1624","AL591824.1",1666107,1667720,"-",1614
712,-1.5947525041953,12.0250057180941,0.0166833060699681,0.0453197854544344,"lmo1652","AL591824.1",1700523,1702292,"-",1770
177,-8.81163569649369,8.71263502394016,0.0168393296040747,0.0455690255316372,"lmo0410","AL591824.1",432104,432134,"-",31
51,-9.0020927833874,8.88818016991189,0.0169828025896928,0.0457825362589057,"lmo0107","AL591824.1",113273,113306,"-",34
1076,-8.98893364273367,8.88865024680884,0.0170504234760207,0.045790720623101,"lmo2429","AL591824.1",2498268,2498307,"-",40
244,-1.49582213292651,11.9481223688152,0.0172289903884163,0.0460936793387952,"lmo0630","AL591824.1",670309,672339,"+",2031
954,-8.7643211824284,8.68154437942938,0.017293256282256,0.0460936793387952,"hemH","AL591824.1",2300299,2300323,"-",25
893,-8.9677941759782,8.84289811730924,0.0175023367799264,0.0461511828048033,"lmo2075","AL591824.1",2155152,2155191,"-",40
452,-0.628135690508225,10.5654601280531,0.0175145997919998,0.0461511828048033,"lmo1074","AL591824.1",1104048,1104851,"+",804
26,-1.11029640779006,12.7540323346114,0.0175616765546852,0.0461511828048033,"lmo0057","AL591824.1",60948,64154,"+",3207
176,-9.00681752601346,8.89736258380469,0.0175858802879302,0.0461511828048033,"lmo0404","AL591824.1",427008,427048,"+",41
380,-2.10649749774789,10.0060584362418,0.017640296953599,0.0461511828048033,"lmo0935","AL591824.1",972197,972706,"+",510
91,-8.97935424635385,8.84407466900946,0.0178845139627906,0.0466180897044799,"lmo0167","AL591824.1",166646,166692,"+",47
378,-1.30583898195302,10.2131871615364,0.0180876691063709,0.0469749355180108,"lmo0923","AL591824.1",960748,961221,"+",474
350,-8.98167960950986,8.84529258826631,0.0181832700758569,0.0470508703787683,"lmo0865","AL591824.1",905517,905557,"+",41
425,-2.93342575800069,11.7275321967051,0.0183188116646162,0.0470786222004584,"lmo1028","AL591824.1",1057067,1057276,"-",210
965,-8.83358788629954,8.72451880768496,0.0183267979228865,0.0470786222004584,"lmo2239","AL591824.1",2330925,2330954,"-",30
514,-1.33915562258809,10.2522582458539,0.0190243281393362,0.0486940384505031,"lmo1177","AL591824.1",1205922,1206575,"+",654
