"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
866,11.3246469201545,13.0935835215034,2.03420116596819e-05,6.88124509253356e-05,"lmo2001","AL591824.1",2074084,2074902,"-",819
22,11.470260861532,13.227167820482,2.06186390223601e-05,6.92206725806719e-05,"lmo0048","AL591824.1",51775,52389,"+",615
658,11.3220641899221,13.0921556038281,2.07010950455475e-05,6.92206725806719e-05,"ruvB","AL591824.1",1567397,1568404,"-",1008
944,11.5014079264222,13.261951812689,2.07564110142892e-05,6.92206725806719e-05,"lmo2184","AL591824.1",2271444,2272316,"-",873
724,11.5068290797848,13.2593024935269,2.09557993013922e-05,6.95575122351376e-05,"lmo1680","AL591824.1",1735941,1737065,"-",1125
445,11.4031411620508,13.1684544788349,2.22216992521229e-05,7.34146793049106e-05,"lmo1057","AL591824.1",1084853,1085806,"+",954
1035,11.3651504175609,13.1277605220868,2.3044621318369e-05,7.55842026413954e-05,"lmo2337","AL591824.1",2406161,2406913,"-",753
973,11.2685679170462,13.0372528349011,2.30922033529582e-05,7.55842026413954e-05,"lmo2249","AL591824.1",2338420,2339418,"+",999
846,11.2305640219329,12.9973406599578,2.32883256033899e-05,7.58748672884639e-05,"lmo1964","AL591824.1",2037953,2038840,"-",888
682,11.5065033147846,13.2607661459627,2.43772088072077e-05,7.9058195535302e-05,"lmo1593","AL591824.1",1635146,1636285,"-",1140
541,11.3992950513608,13.1590812205842,2.46976531348212e-05,7.97316929968886e-05,"pheS","AL591824.1",1241048,1242100,"+",1053
1080,11.4392080698901,13.1984930929246,2.54963045588459e-05,8.19358514686549e-05,"tpi","AL591824.1",2529184,2529939,"-",756
1130,11.3547828603208,13.1234100780732,2.6003656249007e-05,8.31881672762351e-05,"lmo2578","AL591824.1",2658966,2659841,"+",876
672,11.2098723648141,12.9862744338142,2.62706702693893e-05,8.36638012633252e-05,"dnaI","AL591824.1",1597499,1598422,"-",924
615,11.4841801766631,13.2335523575997,2.64317989303469e-05,8.37003521354627e-05,"opuCA","AL591824.1",1459049,1460242,"-",1194
261,11.481375168024,13.2340654363764,2.65189234488595e-05,8.37003521354627e-05,"lmo0681","AL591824.1",716450,717673,"+",1224
385,11.3346664269563,13.0947803662533,2.72118769254673e-05,8.55057643835795e-05,"lmo0941","AL591824.1",976065,977039,"-",975
670,11.576380974581,13.3310812894618,2.75547569174709e-05,8.62000581444776e-05,"hemA","AL591824.1",1593100,1594407,"-",1308
1206,11.3034478194839,13.0730798632575,2.77391803175562e-05,8.63947157908029e-05,"lmo2764","AL591824.1",2845613,2846497,"+",885
891,11.4625254701722,13.2176802090701,2.8269143108976e-05,8.76591411317809e-05,"lmo2070","AL591824.1",2149868,2150554,"+",687
931,11.2939660653292,13.0638897173518,2.84165572852053e-05,8.77314672517036e-05,"lmo2139","AL591824.1",2223324,2224226,"+",903
911,2.6308367216709,14.0601702532043,2.95417136572332e-05,9.08086589376691e-05,"lmo2099","AL591824.1",2177571,2179577,"-",2007
1098,11.4148519155615,13.1723357733631,2.99752105670976e-05,9.1204990111524e-05,"ftsE","AL591824.1",2584055,2584741,"-",687
348,11.4222361426492,13.1752269458258,3.00368551016385e-05,9.1204990111524e-05,"lmo0864","AL591824.1",902773,903840,"+",1068
1158,11.3230340926078,13.086913483808,3.00576558641939e-05,9.1204990111524e-05,"lmo2648","AL591824.1",2720497,2721489,"-",993
128,11.4382333269324,13.1978060294177,3.04428884538151e-05,9.19791544309712e-05,"lmo0285","AL591824.1",308334,309155,"-",822
828,11.3660104881925,13.1282215375706,3.12268352315124e-05,9.39462659943799e-05,"tyrA","AL591824.1",1999468,2000571,"-",1104
875,11.2840312098518,13.0496361248238,3.16786002260345e-05,9.49015693212136e-05,"lmo2022","AL591824.1",2101371,2102477,"-",1107
1074,11.4105831686701,13.167257999017,3.19228165056068e-05,9.52296678036457e-05,"lmo2422","AL591824.1",2492684,2493379,"-",696
83,11.3473488907096,13.1131886371938,3.35794260890801e-05,9.97506480881497e-05,"lmo0154","AL591824.1",151186,151890,"+",705
254,11.3852581328565,13.1428651889832,3.38231774480454e-05,0.000100054336635013,"lmo0667","AL591824.1",704452,705387,"+",936
478,11.3897219652182,13.1525006398295,3.41209487479692e-05,0.000100514628186726,"lmo1119","AL591824.1",1156384,1157241,"-",858
52,2.48885290596317,13.9247764558091,3.55396478743835e-05,0.000104259464926096,"lmo0108","AL591824.1",115087,116829,"-",1743
554,11.3732272338927,13.1309959280041,3.68810350313725e-05,0.000107457104799727,"proB","AL591824.1",1284644,1285474,"-",831
193,11.3659021906255,13.1280950219067,3.69336300796798e-05,0.000107457104799727,"lmo0454","AL591824.1",488802,489749,"-",948
275,11.2140942655713,12.9832883794194,3.70946337768399e-05,0.00010748322164027,"lmo0699","AL591824.1",732022,733014,"+",993
1238,11.2887297488879,13.0554592888232,3.85154255367708e-05,0.000111144513691824,"lmo2822","AL591824.1",2909705,2910076,"-",372
15,11.3134335537252,13.075608253137,3.87012619227617e-05,0.000111217399227516,"lmo0026","AL591824.1",28254,28895,"+",642
260,11.4456800097202,13.2000563109543,3.88553007202212e-05,0.000111217399227516,"lmo0679","AL591824.1",713260,714306,"+",1047
710,11.4593733074808,13.2102590671991,3.95855399323272e-05,0.000112850712629659,"lmo1646","AL591824.1",1695040,1696164,"-",1125
453,11.2748132106769,13.036961323746,4.18793796529306e-05,0.000118910527769566,"lmo1075","AL591824.1",1104863,1105864,"+",1002
111,11.1022333523758,12.871607735544,4.23935154523809e-05,0.000119888861699333,"cysE","AL591824.1",258856,259470,"+",615
701,11.328545428619,13.0889467450675,4.27111454996482e-05,0.000120305895889447,"lmo1636","AL591824.1",1680644,1681564,"+",921
320,11.272087273535,13.0352876727822,4.48733905263088e-05,0.0001258947900877,"lmo0763","AL591824.1",788642,789514,"+",873
838,11.2614547746451,13.026957275234,5.16158661357186e-05,0.000144238803786376,"lmo1951","AL591824.1",2025392,2026141,"-",750
662,11.3201299309057,13.0806154687514,5.26769664437335e-05,0.000145786013499904,"minC","AL591824.1",1579428,1580105,"-",678
855,11.3529135486079,13.1096627488974,5.26950605877336e-05,0.000145786013499904,"lmo1977","AL591824.1",2049419,2050339,"-",921
1231,11.1944799896694,12.9637879855512,5.27881463309411e-05,0.000145786013499904,"lmo2805","AL591824.1",2890274,2890666,"-",393
508,11.3494232817029,13.1108596790437,5.47835273168197e-05,0.000150613189658184,"AckA2","AL591824.1",1194890,1196083,"+",1194
610,11.2975406090139,13.0603225227477,5.49620974990263e-05,0.000150613189658184,"lmo1421","AL591824.1",1451813,1452799,"+",987
613,11.0799391895958,12.8531346962579,5.61120995267022e-05,0.000153170866275592,"opuCD","AL591824.1",1456775,1457446,"-",672
323,11.3225647237141,13.079996377436,5.63832745957385e-05,0.00015331913515072,"lmo0767","AL591824.1",792879,793754,"+",876
484,11.1975818370522,12.9641751975095,6.00233620416224e-05,0.000162592019016962,"lmo1126","AL591824.1",1160778,1161230,"+",453
803,11.1271637146613,12.9001878554261,6.18774604461179e-05,0.000166974673799257,"lmo1874","AL591824.1",1947914,1948858,"-",945
851,11.158234770498,12.925101945836,6.24739348063454e-05,0.000167943239194244,"lmo1968","AL591824.1",2042117,2042900,"-",784
1078,11.3738084672892,13.1312507642707,6.36955455389589e-05,0.000170578601121379,"lmo2431","AL591824.1",2500179,2501150,"-",972
494,11.2506345490559,13.0117405563326,6.56776020885899e-05,0.0001752228855722,"lmo1146","AL591824.1",1177116,1177865,"+",750
558,11.3238977728049,13.0793345554776,6.64887489968818e-05,0.000176720096018028,"lmo1272","AL591824.1",1294912,1295775,"+",864
785,11.1623432602118,12.9270335473448,6.70455610481169e-05,0.00017753262794389,"pyrB","AL591824.1",1915175,1916086,"-",912
716,2.40865418265926,13.8397483809443,6.92466860238489e-05,0.000182313807260025,"menE","AL591824.1",1725584,1726993,"-",1410
769,11.3327255588624,13.0903963536456,6.93669224228383e-05,0.000182313807260025,"lmo1812","AL591824.1",1886887,1887777,"-",891
73,11.3237399169618,13.08094701033,7.00581701087656e-05,0.000183448615803323,"lmo0136","AL591824.1",138999,139949,"+",951
681,11.3501158713769,13.1025087339013,7.04621808874758e-05,0.00018382568962157,"argJ","AL591824.1",1631516,1632712,"-",1197
1065,11.0754541639178,12.8501888849099,7.09450421891237e-05,0.000183881861704903,"lmo2404","AL591824.1",2477385,2478224,"+",840
868,11.2679783755245,13.0267234574416,7.10038871929825e-05,0.000183881861704903,"lmo2004","AL591824.1",2076115,2076846,"-",732
1082,11.0857212768764,12.8607366017856,7.16492478958522e-05,0.000184875979059735,"lmo2464","AL591824.1",2538588,2539196,"-",609
1223,11.4099201795784,13.1619995135358,7.25875093471343e-05,0.000186615887666996,"lmo2794","AL591824.1",2880217,2881071,"-",855
106,11.1896046420072,12.9536553832314,7.34092286052344e-05,0.000188044654434423,"lmo0229","AL591824.1",248555,249013,"+",459
411,11.2025995895737,12.9649708149042,7.42594758090994e-05,0.000189535918400842,"lmo1005","AL591824.1",1036068,1036928,"+",861
1233,11.1696710486301,12.9327381026098,7.59375538502105e-05,0.000193115335745217,"lmo2808","AL591824.1",2891649,2892032,"-",384
684,11.1966424284416,12.9622354525227,7.62081735119032e-05,0.000193115335745217,"lmo1608","AL591824.1",1653433,1654233,"-",801
59,11.0858564408892,12.8471514595214,7.95618255668831e-05,0.00020089360955638,"lmaA","AL591824.1",123200,123712,"+",513
45,11.0429236962385,12.8177402635441,8.12115808665485e-05,0.000204329493496974,"lmo0093","AL591824.1",102155,102478,"+",324
506,11.266851225423,13.0274435430139,8.20088371414e-05,0.00020560371581195,"lmo1164","AL591824.1",1190547,1191542,"+",996
103,11.3668282381773,13.1216881626074,8.42888217796635e-05,0.000210573134269336,"sul","AL591824.1",232662,233477,"+",816
609,11.2952406970687,13.0520823965064,8.57943513711924e-05,0.000213579600068426,"lmo1419","AL591824.1",1449647,1450684,"-",1038
676,11.3393585196837,13.0898830290231,8.94486409863113e-05,0.000221736397055767,"accD","AL591824.1",1612395,1613279,"-",885
267,11.1087346284845,12.8841287829051,9.00652887542856e-05,0.000221736397055767,"lmo0689","AL591824.1",723750,724658,"+",909
339,11.107753737995,12.8783122989402,9.03252147353862e-05,0.000221736397055767,"lmo0853","AL591824.1",891848,892189,"+",342
848,11.2991828773586,13.055145999981,9.03254347271019e-05,0.000221736397055767,"lmo1966","AL591824.1",2040274,2040933,"+",660
18,2.46440069476777,13.9030530148755,9.13277347911704e-05,0.000223421136669057,"lmo0034","AL591824.1",38031,39383,"+",1353
74,11.1420207701905,12.9090614085846,9.34582262075089e-05,0.000227276071020475,"lmo0137","AL591824.1",139960,140853,"+",894
923,11.2506808922368,13.0095212696681,9.35464450734912e-05,0.000227276071020475,"lmo2120","AL591824.1",2200723,2201544,"-",822
1085,11.2624500669948,13.0184738710612,9.49444328362324e-05,0.000229882582243891,"lmo2474","AL591824.1",2548479,2549354,"-",876
1027,11.2426204809299,13.0023510485643,9.66050066040279e-05,0.000233104913546238,"lmo2323","AL591824.1",2395798,2396331,"-",534
573,11.2619713558422,13.0161418528122,9.90733074155324e-05,0.000238247715451637,"cdsA","AL591824.1",1341879,1342667,"+",789
607,11.3228786289667,13.0776091008097,9.96619240871192e-05,0.000238850780778282,"lmo1418","AL591824.1",1448315,1449583,"-",1269
452,11.2359150895881,12.9970045431988,0.000102268039120751,0.00024352456981379,"lmo1074","AL591824.1",1104048,1104851,"+",804
913,11.116088986953,12.8872174991509,0.000102300986187688,0.00024352456981379,"lmo2101","AL591824.1",2181329,2182216,"+",888
10,11.0717961820175,12.8464930561613,0.000103003460707046,0.000244373982281482,"lmo0021","AL591824.1",24950,25351,"+",402
833,11.1892315099442,12.949036581752,0.000108264492951166,0.000255996643867808,"lmo1930","AL591824.1",2004977,2005942,"-",966
49,11.1846772291437,12.9494726382177,0.000108771185675629,0.000256337427575565,"lmo0103","AL591824.1",108624,109256,"+",633
65,11.1423934144777,12.9064572955272,0.000112019689344114,0.000263116014505942,"lmo0126","AL591824.1",129218,129697,"+",480
292,11.2159793659921,12.9682588099538,0.00011395827070538,0.000266783103936106,"lmo0718","AL591824.1",749219,749863,"+",645
624,11.2203215112096,12.971995519106,0.000115361099512146,0.000269175898861674,"zurA","AL591824.1",1479330,1480103,"-",774
885,11.1963462329514,12.9557624693949,0.000116283286350704,0.000270435142927459,"lmo2041","AL591824.1",2124114,2125052,"-",939
1109,11.0039587994235,12.7805054604696,0.000119115285014222,0.000276113136082146,"atpI","AL591824.1",2612205,2612603,"-",399
952,10.9419003671474,12.7087383959434,0.00012388980387043,0.000286242128550307,"lmo2200","AL591824.1",2288971,2289423,"-",453
221,11.1344502681562,12.8981640812883,0.000125410240156071,0.000288811204528802,"lmo0556","AL591824.1",595135,595842,"+",708
938,11.1283579942294,12.8906806173473,0.000128342967865255,0.000294605448963426,"lmo2162","AL591824.1",2245143,2245883,"-",741
570,11.1549583987759,12.9143338235594,0.000129439232159592,0.000296160314358677,"smbA","AL591824.1",1339592,1340320,"+",729
486,11.1205344397493,12.8829320695595,0.000131184112877566,0.000299184412272385,"lmo1130","AL591824.1",1163277,1163996,"-",720
641,11.1609095632634,12.9161275875781,0.000133914268769604,0.000303693401477335,"lmo1490","AL591824.1",1521533,1522354,"-",822
384,11.1447744621145,12.902335501652,0.000134020284668923,0.000303693401477335,"lmo0939","AL591824.1",974229,974975,"-",747
263,11.2581999390366,13.0110087397802,0.000135681429143579,0.000306475304806743,"lmo0685","AL591824.1",719653,720504,"+",852
896,10.9419209983572,12.7200743734493,0.000139011233240213,0.000312996630257423,"lmo2078","AL591824.1",2157383,2157844,"-",462
729,11.2684439400655,13.0187906918175,0.000141326512815701,0.000317199506541907,"lmo1693","AL591824.1",1756864,1757673,"-",810
645,10.9475404704312,12.7219278296932,0.000146240699764465,0.000325917525170378,"lmo1498","AL591824.1",1528724,1529377,"-",654
166,11.1216776241455,12.8869480091166,0.000146501878380839,0.000325917525170378,"lmo0385","AL591824.1",408954,409931,"+",978
391,11.0881776807213,12.8508290624029,0.000146968478999188,0.000325917525170378,"lmo0960","AL591824.1",992978,993886,"+",909
190,10.9055918116334,12.684563647361,0.000147101343953341,0.000325917525170378,"lmo0432","AL591824.1",453107,453853,"+",747
1107,11.052447799769,12.8227800889374,0.000147515711533976,0.000325917525170378,"atpF","AL591824.1",2610592,2611104,"-",513
1227,11.0639816777573,12.8281348459221,0.000150454847126002,0.000331375629028296,"lmo2798","AL591824.1",2883422,2884078,"-",657
572,11.2680470567118,13.0184566710466,0.000154068269718725,0.000338280331338939,"lmo1315","AL591824.1",1341107,1341865,"+",759
1200,11.0870864790123,12.8514049325255,0.000165277243365628,0.000361767836097521,"lmo2749","AL591824.1",2824079,2824651,"+",573
169,10.8967147214943,12.6673816613859,0.000170173240340706,0.000371334817657034,"lmo0391","AL591824.1",414928,415227,"+",300
807,10.8936678426468,12.6626154284106,0.000174340324331548,0.00037706214725697,"lmo1885","AL591824.1",1958162,1958740,"-",579
754,11.0194884972987,12.7859462394337,0.000174374801469618,0.00037706214725697,"purC","AL591824.1",1844250,1844963,"-",714
291,10.9712267467704,12.7463602619065,0.000174397909693111,0.00037706214725697,"lmo0717","AL591824.1",748537,749205,"+",669
1051,2.32541733239907,13.7621129497374,0.000176640183842451,0.000380745762123819,"lmo2363","AL591824.1",2433224,2434618,"+",1395
544,1.72173328265816,14.7321430649015,0.000180123918004117,0.000387074802519486,"lmo1224","AL591824.1",1245384,1248794,"+",3411
397,11.1236308038344,12.8832105171677,0.000180970225641874,0.000387714998572136,"lmo0979","AL591824.1",1010313,1011077,"+",765
98,11.1181173207734,12.8782572455573,0.000182646384662506,0.000390123848810852,"lmo0187","AL591824.1",192018,192593,"+",576
842,11.1173494367377,12.8800283391582,0.000183704484665014,0.000391202020054713,"fhuC","AL591824.1",2034693,2035517,"+",825
509,11.1329957830596,12.8929493404271,0.000191386646241961,0.000406337414093292,"cobD","AL591824.1",1196097,1197182,"+",1086
464,10.7902787878504,12.5720714895487,0.000192987925951793,0.000408510370203346,"lmo1093","AL591824.1",1128206,1129030,"+",825
60,11.1375779082272,12.8968101719697,0.000195085032270372,0.000411716769597472,"lmo0120","AL591824.1",124104,124508,"+",405
217,11.0591882180284,12.8252198438888,0.000210578200802901,0.000443091630856104,"lmo0532","AL591824.1",570008,570838,"+",831
281,11.057940270455,12.8246015508993,0.000211683691387194,0.000444096052850879,"lmo0706","AL591824.1",739723,740598,"+",876
714,11.1492102595188,12.905417826202,0.000212631762810712,0.000444765255346667,"lmo1661","AL591824.1",1711672,1712637,"+",966
447,11.1197483191089,12.8815487036327,0.000214914254167119,0.000447279355275526,"lmo1060","AL591824.1",1086772,1087434,"+",663
425,10.8235182077492,12.5626064471875,0.000215098982735048,0.000447279355275526,"lmo1028","AL591824.1",1057067,1057276,"-",210
118,10.9662626582697,12.7331666381591,0.000218115130540328,0.000450955238599974,"lmo0252","AL591824.1",267530,267916,"+",387
334,11.1126704841359,12.8755066034478,0.000218510010568492,0.000450955238599974,"lmo0834","AL591824.1",864824,865537,"+",714
298,10.9303282517108,12.7018451124121,0.000218780264271274,0.000450955238599974,"lmo0724","AL591824.1",755308,756036,"+",729
679,10.8007766346145,12.571718389968,0.000220742044895268,0.000453676237619054,"argB","AL591824.1",1630751,1631503,"-",753
667,11.114592620613,12.8758754720282,0.000221864722467256,0.000454661909519855,"comC","AL591824.1",1583928,1584638,"-",711
378,10.7685691597158,12.5406515029371,0.000223447835785127,0.000456582716474233,"lmo0923","AL591824.1",960748,961221,"+",474
1044,11.0951061331892,12.8532839573701,0.000225204561563148,0.000457575478915591,"lmo2347","AL591824.1",2415246,2415953,"-",708
30,11.0867262596879,12.8416860823395,0.000225842785771228,0.000457575478915591,"lmo0062","AL591824.1",70676,71071,"+",396
1156,10.9373403460299,12.7078383987193,0.000225875307130893,0.000457575478915591,"lmo2647","AL591824.1",2719735,2720484,"-",750
427,11.1763683727197,12.9315376838733,0.000232360130794076,0.000469367464204034,"lmo1032","AL591824.1",1061291,1062115,"+",825
80,11.0245611798655,12.7922637406898,0.000240494899267208,0.00048441565180033,"lmo0147","AL591824.1",145869,146306,"+",438
687,11.0243521177509,12.7824595725575,0.000249449673225205,0.00050102533798358,"lmo1616","AL591824.1",1658466,1659248,"-",783
434,10.9829944549523,12.7526033387498,0.000252220577547677,0.000505155660980758,"lmo1040","AL591824.1",1069821,1070492,"-",672
781,10.8670653204688,12.6387140545066,0.000258642560652885,0.000516554492603361,"pyrDII","AL591824.1",1908827,1909591,"-",765
381,10.7954038314145,12.571052406587,0.000278264784616648,0.000554178035842169,"lmo0936","AL591824.1",972719,973459,"+",741
419,11.0150909202181,12.7801144687858,0.00028267751621911,0.000561384842603682,"lmo1020","AL591824.1",1049273,1049986,"+",714
324,2.16721095745259,13.6071327935207,0.000284359465906623,0.000563143256011156,"lmo0768","AL591824.1",793777,795030,"+",1254
482,10.9146366636126,12.6776545115783,0.00028982486324863,0.000572363626583188,"lmo1123","AL591824.1",1158930,1159403,"+",474
353,10.8900677136735,12.6654953155615,0.000293036161172242,0.000576571881057771,"lmo0877","AL591824.1",916436,917164,"+",729
67,11.0147137925212,12.7773696535876,0.00029358681355134,0.000576571881057771,"lmo0128","AL591824.1",130249,130671,"+",423
1135,10.8965214293528,12.6721228976342,0.00029610457653907,0.000579905638817513,"lmo2583","AL591824.1",2663619,2664296,"-",678
459,11.0108144836747,12.7749071061347,0.000297702945107884,0.000580567897983212,"lmo1086","AL591824.1",1121098,1121808,"+",711
152,10.9084808942784,12.6818778002719,0.000298085073504817,0.000580567897983212,"lmo0343","AL591824.1",373129,373785,"-",657
661,10.7500744828452,12.4875528291064,0.000302985306509564,0.00058849069148973,"lmo1541","AL591824.1",1576411,1576728,"-",318
797,10.9034996634776,12.6782100811625,0.000306023302802546,0.000592762945428494,"deoD","AL591824.1",1932324,1933025,"-",702
811,10.9260455990309,12.6953265058807,0.000313127519675847,0.000604866547570557,"nth","AL591824.1",1967499,1968158,"-",660
547,10.8915889937467,12.6641798544256,0.000316208797920135,0.000609154278282113,"racE","AL591824.1",1263829,1264629,"+",801
92,11.0349520670367,12.7975805826812,0.000323738308107052,0.00062088144149387,"lmo0174","AL591824.1",172903,173208,"-",306
940,1.40665424052695,13.8501540682552,0.000324052690114905,0.00062088144149387,"lmo2172","AL591824.1",2253221,2254804,"-",1584
1053,2.15126153849029,13.5937731809972,0.000327880882683095,0.000626518335289049,"lmo2371","AL591824.1",2448052,2449155,"+",1104
393,10.8516246902904,12.5826620481299,0.000333698049345029,0.00063591515063864,"dltC","AL591824.1",1003593,1003829,"-",237
514,10.8379450060383,12.6139213620862,0.000343597021244312,0.000652987705639273,"lmo1177","AL591824.1",1205922,1206575,"+",654
1190,10.8338899198574,12.6087503229921,0.000344504121928499,0.000652987705639273,"lmo2728","AL591824.1",2802543,2802998,"+",456
121,10.8600407060854,12.6288706592398,0.000357316859355195,0.000675462619155409,"lmo0266","AL591824.1",289139,289555,"+",417
755,10.8200266468254,12.5925261319923,0.000364767785518165,0.00068770886496358,"purE","AL591824.1",1847472,1847960,"-",489
503,10.8445029259077,12.6164577472788,0.00037379185462859,0.000702847981974502,"lmo1161","AL591824.1",1188949,1189788,"+",840
1188,10.9713181939479,12.7352318623834,0.000379454981999251,0.000711603905234669,"lmo2726","AL591824.1",2800958,2801407,"-",450
720,2.11991772936886,13.5652641016981,0.000382126398534172,0.000714717893554655,"menF","AL591824.1",1730392,1731780,"-",1389
355,10.6202798537428,12.3945559315443,0.000416860471153205,0.0007776262614916,"lmo0882","AL591824.1",921062,921544,"+",483
183,11.0058719977963,12.7673821869768,0.000423925234541043,0.000788724054790835,"lmo0423","AL591824.1",443303,443851,"-",549
189,10.7375402760927,12.5162015924832,0.000426715742187739,0.000791832099020293,"lmo0431","AL591824.1",452524,453093,"+",570
975,2.21101168849638,13.6438429294032,0.000429107319718693,0.000794185536756848,"arpJ","AL591824.1",2339611,2341071,"+",1461
165,10.9338683750946,12.6969248479046,0.000430406695684363,0.000794510532242414,"lmo0384","AL591824.1",408116,408937,"+",822
207,10.8970333506478,12.6677795185994,0.000433177444371098,0.000797542846797829,"lmo0505","AL591824.1",539774,540424,"+",651
258,10.928226015884,12.6911034893668,0.000437411047984238,0.000803245742661964,"lmo0677","AL591824.1",712208,712480,"+",273
85,2.04697520427461,13.4929376380859,0.000456746235048337,0.000836579243987499,"lmo0162","AL591824.1",162467,163459,"+",993
636,11.0171856512697,12.7852725547739,0.000477282720413335,0.000871935099049684,"lmo1471","AL591824.1",1503020,1503964,"-",945
605,10.705321713178,12.4837162446156,0.000482493366651013,0.00087918250057285,"lmo1400","AL591824.1",1428442,1428939,"+",498
852,10.8475312025001,12.6162162635515,0.00049760400454676,0.000903975711978978,"lmo1969","AL591824.1",2042913,2043521,"-",609
232,10.8753733994518,12.6375952647594,0.000498657040554174,0.000903975711978978,"lmo0589","AL591824.1",630629,631042,"+",414
651,10.875286405187,12.6382865788235,0.000501151065166114,0.000906173409392435,"lmo1507","AL591824.1",1537815,1538501,"+",687
813,10.8545100242211,12.6226474627355,0.000504592487293893,0.000910068593155057,"dnaD","AL591824.1",1968169,1968888,"-",720
1243,10.990893111372,12.7478591302409,0.000523895778953805,0.000940189253810197,"lmo2827","AL591824.1",2915219,2915641,"-",423
155,10.8691748141148,12.6328503215966,0.000523952710044155,0.000940189253810197,"lmo0347","AL591824.1",375842,376492,"-",651
252,10.650663934295,12.4261012621347,0.000530007439185112,0.000947339419559452,"lmo0666","AL591824.1",703961,704338,"+",378
203,10.9636829208783,12.725588220671,0.000530617270361447,0.000947339419559452,"lmo0500","AL591824.1",535428,536078,"+",651
1120,2.15628583823731,13.5883401129499,0.000544020407935898,0.000968822237810278,"lmo2550","AL591824.1",2625414,2626361,"-",948
474,10.7719013656363,12.5426246829191,0.000581192285936389,0.0010324194627061,"lmo1108","AL591824.1",1145211,1145711,"-",501
515,10.7679576789832,12.5400058368357,0.000585093579453582,0.00103674476359319,"lmo1178","AL591824.1",1206590,1207111,"+",522
57,10.7529256237745,12.5248698339073,0.000587518232603205,0.00103843847612616,"lmaC","AL591824.1",122104,122520,"+",417
56,10.7386373614487,12.5191174920006,0.000594868941410271,0.001048808831863,"lmaD","AL591824.1",121664,122092,"+",429
1144,2.18376031906242,13.5530344213213,0.000610768019958933,0.0010741616669427,"rplO","AL591824.1",2696771,2697211,"-",441
967,10.7994880547773,12.5652048616248,0.000617083901608382,0.0010779001404086,"lmo2241","AL591824.1",2332888,2333283,"-",396
548,10.9161804693105,12.6798067469483,0.000617295655575169,0.0010779001404086,"lmo1238","AL591824.1",1264642,1265388,"+",747
413,10.7554465874725,12.5286407363404,0.000617467548607471,0.0010779001404086,"lmo1009","AL591824.1",1039297,1039749,"+",453
853,10.8806966725562,12.6485671883866,0.000629915382433726,0.00109335514346264,"lmo1973","AL591824.1",2046046,2046489,"-",444
315,10.9240302072193,12.6833861413562,0.00063025397004773,0.00109335514346264,"lmo0758","AL591824.1",783901,784788,"+",888
1179,10.8846147012499,12.6528781956993,0.000630960252521582,0.00109335514346264,"lmo2696","AL591824.1",2772634,2773230,"+",597
799,10.7237328718663,12.4993854886665,0.000651382560890119,0.00112598403557289,"lmo1860","AL591824.1",1934765,1935298,"-",534
1038,2.05955884632229,13.5008528394431,0.000662138219299221,0.00114178468547451,"lmo2341","AL591824.1",2409875,2410993,"-",1119
215,10.821583141337,12.5883207626405,0.000719526728698661,0.00123576711513868,"lmo0531","AL591824.1",569094,569948,"+",855
543,10.8149112781946,12.5863263648948,0.000720135857761154,0.00123576711513868,"lmo1223","AL591824.1",1244669,1245370,"+",702
35,10.9421111104632,12.7118154963377,0.000777864292670927,0.0013315981959282,"lmo0073","AL591824.1",78090,78374,"+",285
157,10.5766674703903,12.3520273622546,0.000869719245268877,0.00148188814642532,"lmo0357","AL591824.1",384926,385372,"+",447
285,10.7561785015608,12.5260258010231,0.000869849477746122,0.00148188814642532,"lmo0710","AL591824.1",742578,742979,"+",402
597,10.7798099917437,12.5439461715644,0.000872244959877872,0.00148239708325398,"lisR","AL591824.1",1402550,1403230,"+",681
874,10.5612002016928,12.3363533997891,0.000883116988161335,0.0014972750854438,"lmo2021","AL591824.1",2100845,2101366,"-",522
250,10.8795468101326,12.6437890521344,0.000898468230805329,0.00151965798846739,"lmo0664","AL591824.1",703128,703691,"+",564
511,10.897273479914,12.658128168763,0.000921850488977113,0.0015519586949961,"lmo1172","AL591824.1",1200051,1200632,"+",582
342,2.95978668141733,13.3917259189796,0.000921955660393723,0.0015519586949961,"murF","AL591824.1",893838,895211,"+",1374
1235,1.29258825628318,13.7324403684554,0.000952116389788834,0.00159892229829146,"lmo2817","AL591824.1",2900594,2901784,"-",1191
372,10.5138218984895,12.2901366422685,0.000962705487188111,0.00161157069662934,"lmo0909","AL591824.1",945520,945912,"+",393
666,10.9116408917324,12.6707505737057,0.000964207078747117,0.00161157069662934,"lmo1549","AL591824.1",1583242,1583916,"-",675
209,10.6780415631247,12.4494207932744,0.000991069890695928,0.00165256229415571,"lmo0513","AL591824.1",546680,547138,"-",459
104,10.4830603762717,12.2594231404806,0.0010133969980637,0.00168581571207303,"folA","AL591824.1",233491,233865,"+",375
171,10.6437631203492,12.4227220783248,0.00102833920341603,0.00170665684698388,"lmo0398","AL591824.1",419544,420002,"+",459
776,10.861369554503,12.6182139369607,0.00105078440834236,0.00173643827564516,"lmo1827","AL591824.1",1902484,1903101,"-",618
1164,10.8216504759904,12.5870010898596,0.00105119601411051,0.00173643827564516,"lmo2661","AL591824.1",2735279,2735953,"-",675
201,10.8017499484392,12.5685445064891,0.00106899136999812,0.00176171771232791,"lmo0498","AL591824.1",534307,534756,"+",450
