"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
1142,10.8683398095368,13.1490323382487,1.82405732536911e-05,6.18783083103683e-05,"lmo2601","AL591824.1",2687691,2688530,"-",840
710,10.922490232109,13.1931297260564,1.84105522129774e-05,6.18864507412837e-05,"lmo1646","AL591824.1",1695040,1696164,"-",1125
1080,11.186121512943,13.4464992158087,1.84175473997332e-05,6.18864507412837e-05,"tpi","AL591824.1",2529184,2529939,"-",756
572,10.7525536233283,13.0524195413062,1.86421164034333e-05,6.23455685378973e-05,"lmo1315","AL591824.1",1341107,1341865,"+",759
1093,10.8751136158605,13.1408503541038,1.88019491442145e-05,6.25848917523384e-05,"lmo2498","AL591824.1",2572880,2573803,"-",924
618,11.0179222194617,13.2901074928076,1.89606090681135e-05,6.28180926602451e-05,"lmo1436","AL591824.1",1468221,1469432,"-",1212
992,10.8647923488113,13.1349272424769,2.00086285371126e-05,6.59819424781994e-05,"lmo2285","AL591824.1",2368882,2369907,"-",1026
73,10.8265051842452,13.1033001859732,2.04384462899063e-05,6.7087307497887e-05,"lmo0136","AL591824.1",138999,139949,"+",951
1035,10.7767990134823,13.0720036713299,2.14817340286559e-05,7.01868637157468e-05,"lmo2337","AL591824.1",2406161,2406913,"-",753
770,11.1250339456084,13.3901266824013,2.1607661775812e-05,7.02744596286731e-05,"lmo1819","AL591824.1",1892603,1893478,"-",876
714,10.7945628711398,13.0797938231606,2.17831674907148e-05,7.05217614197114e-05,"lmo1661","AL591824.1",1711672,1712637,"+",966
320,10.8291067736592,13.119348708618,2.25994075265718e-05,7.28317269833608e-05,"lmo0763","AL591824.1",788642,789514,"+",873
525,10.8779344716208,13.1441460220339,2.31263529281892e-05,7.41926888058196e-05,"cbiD","AL591824.1",1219783,1220904,"+",1122
103,10.7876709398121,13.0815134059705,2.34285848774443e-05,7.47189173288821e-05,"sul","AL591824.1",232662,233477,"+",816
1098,10.7974027123864,13.0744957805461,2.35011545336258e-05,7.47189173288821e-05,"ftsE","AL591824.1",2584055,2584741,"-",687
901,10.8756908635403,13.1425921846252,2.38683884493734e-05,7.55477116544898e-05,"lmo2084","AL591824.1",2161161,2162054,"-",894
1074,10.8052428468769,13.0776707653601,2.40946969719107e-05,7.59250673470429e-05,"lmo2422","AL591824.1",2492684,2493379,"-",696
193,10.8055900256026,13.0817239501481,2.4242790862736e-05,7.60537111578754e-05,"lmo0454","AL591824.1",488802,489749,"-",948
891,10.9181348848736,13.198870091556,2.48449478603473e-05,7.75994186475164e-05,"lmo2070","AL591824.1",2149868,2150554,"+",687
447,10.6322111146533,12.9382850827874,2.60332977143067e-05,8.09544214010677e-05,"lmo1060","AL591824.1",1086772,1087434,"+",663
1103,10.7209479985084,13.0136733811565,2.68884449332239e-05,8.29398678546411e-05,"lmo2516","AL591824.1",2594908,2595543,"+",636
620,10.8350071799581,13.1205331469565,2.70124587654402e-05,8.29398678546411e-05,"lmo1442","AL591824.1",1475944,1476651,"+",708
684,10.7170982224468,13.0184289467802,2.702272140257e-05,8.29398678546411e-05,"lmo1608","AL591824.1",1653433,1654233,"-",801
636,10.6721706160702,12.9789454536027,2.73694806472946e-05,8.36420766333271e-05,"lmo1471","AL591824.1",1503020,1503964,"-",945
494,10.7241853704111,13.0242078886987,2.81780816276936e-05,8.57436046095912e-05,"lmo1146","AL591824.1",1177116,1177865,"+",750
898,10.671588175505,12.976585948469,2.83634802009986e-05,8.59389207799487e-05,"lmo2082","AL591824.1",2160043,2160432,"-",390
453,10.7224829658924,13.0144280148807,2.95427914482295e-05,8.91312303693393e-05,"lmo1075","AL591824.1",1104863,1105864,"+",1002
1158,10.7422736519741,13.0205811292849,2.97872638168762e-05,8.92979360172967e-05,"lmo2648","AL591824.1",2720497,2721489,"-",993
610,10.7773605991633,13.0623030803875,2.98499447617762e-05,8.92979360172967e-05,"lmo1421","AL591824.1",1451813,1452799,"+",987
917,10.7637576523836,13.0561710890293,3.16578882479203e-05,9.43085830578802e-05,"lmo2107","AL591824.1",2187663,2188424,"+",762
607,10.8309026006952,13.1060574051385,3.23614527559843e-05,9.60011297238194e-05,"lmo1418","AL591824.1",1448315,1449583,"-",1269
29,2.00365147190515,15.256703388066,3.42150922275941e-05,0.000101077084955684,"lmo0061","AL591824.1",66160,70656,"+",4497
1206,10.7853624702369,13.0692737113683,3.56200722607989e-05,0.000104791000966417,"lmo2764","AL591824.1",2845613,2846497,"+",885
855,10.8144016529646,13.0868477563647,3.57995537019728e-05,0.000104883816424375,"lmo1977","AL591824.1",2049419,2050339,"-",921
729,10.6893493320083,12.9824816736815,3.66387881419217e-05,0.000106624570321273,"lmo1693","AL591824.1",1756864,1757673,"-",810
609,10.6904624448082,12.9765830245046,3.66944924659953e-05,0.000106624570321273,"lmo1419","AL591824.1",1449647,1450684,"-",1038
913,10.6033725818869,12.9161983013692,3.69962793741628e-05,0.000107062702352169,"lmo2101","AL591824.1",2181329,2182216,"+",888
973,10.7431589445753,13.0194932699266,3.85097782976196e-05,0.000110989564280538,"lmo2249","AL591824.1",2338420,2339418,"+",999
385,10.7743577851076,13.0551780086815,3.89092323535164e-05,0.000111431489031917,"lmo0941","AL591824.1",976065,977039,"-",975
1065,10.6668213309598,12.9684384980853,3.89774460929695e-05,0.000111431489031917,"lmo2404","AL591824.1",2477385,2478224,"+",840
1231,10.6338718995899,12.930030453782,3.9226307862728e-05,0.000111692579416362,"lmo2805","AL591824.1",2890274,2890666,"-",393
687,10.6373235219075,12.9421898977847,3.95664790830095e-05,0.000112210534679415,"lmo1616","AL591824.1",1658466,1659248,"-",783
885,10.6540070212321,12.9497995259702,4.04841361688034e-05,0.000114355587823433,"lmo2041","AL591824.1",2124114,2125052,"-",939
573,10.7127942185226,13.0006491394499,4.07394887104778e-05,0.000114620228157654,"cdsA","AL591824.1",1341879,1342667,"+",789
641,10.7564228440813,13.0451953801772,4.1097951688191e-05,0.00011517173022501,"lmo1490","AL591824.1",1521533,1522354,"-",822
1228,10.779163722712,13.0497535095636,4.15061171938037e-05,0.000115857626340184,"lmo2801","AL591824.1",2886584,2887297,"-",714
15,10.7623591345723,13.0337525146512,4.29712093921418e-05,0.000119476813564818,"lmo0026","AL591824.1",28254,28895,"+",642
249,10.831228840363,13.0990769650796,4.44181519565772e-05,0.000122862761248609,"lmo0653","AL591824.1",695496,696416,"-",921
478,10.7363402321717,13.0219588931912,4.4564515912744e-05,0.000122862761248609,"lmo1119","AL591824.1",1156384,1157241,"-",858
221,10.7097016049274,12.9953401490147,4.47094394791199e-05,0.000122862761248609,"lmo0556","AL591824.1",595135,595842,"+",708
1248,10.7347155877744,13.0140244264697,4.48821652516075e-05,0.000122862761248609,"lmo2835","AL591824.1",2922429,2923223,"-",795
801,10.7550997858156,13.0200813450939,4.52620196847026e-05,0.000123426045986362,"lmo1869","AL591824.1",1943068,1944051,"-",984
923,10.7360208571462,13.0219559666097,4.7751067048551e-05,0.00012971458443457,"lmo2120","AL591824.1",2200723,2201544,"-",822
1238,10.6055185319938,12.9037081831941,4.79936236196276e-05,0.00012987587460426,"lmo2822","AL591824.1",2909705,2910076,"-",372
508,10.7238597924347,13.0029888236104,4.83221622977083e-05,0.000130267730300666,"AckA2","AL591824.1",1194890,1196083,"+",1194
60,10.6376907779454,12.9428963174074,5.02198655670478e-05,0.000134870775329685,"lmo0120","AL591824.1",124104,124508,"+",405
98,10.6648152818045,12.9516336666349,5.08763667314177e-05,0.000136118279292736,"lmo0187","AL591824.1",192018,192593,"+",576
128,10.7849623894507,13.0525346637607,5.17464506472536e-05,0.000137925689883093,"lmo0285","AL591824.1",308334,309155,"-",822
838,10.6549270947844,12.9507642055003,5.19681849844284e-05,0.000137997914434306,"lmo1951","AL591824.1",2025392,2026141,"-",750
1082,10.5789743298001,12.8932770959423,5.33389211437627e-05,0.000141109310040775,"lmo2464","AL591824.1",2538588,2539196,"-",609
785,10.6920739286006,12.9829078043137,5.42693516641922e-05,0.000143037064423466,"pyrB","AL591824.1",1915175,1916086,"-",912
484,10.5869586194238,12.8916181013395,5.73101053803988e-05,0.000150492091535936,"lmo1126","AL591824.1",1160778,1161230,"+",453
59,10.5481144317626,12.8510470031411,5.85572289589691e-05,0.000153113572403264,"lmaA","AL591824.1",123200,123712,"+",513
662,10.6429623569388,12.9234432955688,5.87403267894047e-05,0.000153113572403264,"minC","AL591824.1",1579428,1580105,"-",678
672,10.6439859495343,12.9383051809589,5.92883874782348e-05,0.000153976068579005,"dnaI","AL591824.1",1597499,1598422,"-",924
911,2.77877097992126,14.0905277052658,6.04598297119209e-05,0.000155657097984684,"lmo2099","AL591824.1",2177571,2179577,"-",2007
411,10.5276244506729,12.8378300326865,6.05766443998052e-05,0.000155657097984684,"lmo1005","AL591824.1",1036068,1036928,"+",861
391,10.597078342258,12.8978324491981,6.05943004848699e-05,0.000155657097984684,"lmo0960","AL591824.1",992978,993886,"+",909
397,10.558950570194,12.8587326259806,6.12405813861187e-05,0.000156749358132701,"lmo0979","AL591824.1",1010313,1011077,"+",765
74,10.6374189904514,12.9130014959153,6.19954989663477e-05,0.000158110822903383,"lmo0137","AL591824.1",139960,140853,"+",894
106,10.5828801659408,12.888559253715,6.3740284234105e-05,0.000161977998286668,"lmo0229","AL591824.1",248555,249013,"+",459
848,10.90696075429,13.1755647378603,6.51509309543219e-05,0.000164971464452194,"lmo1966","AL591824.1",2040274,2040933,"+",660
624,10.7105936866917,12.9890321747249,6.58991332918001e-05,0.000166272190405289,"zurA","AL591824.1",1479330,1480103,"-",774
34,2.01430976395725,14.3233136215009,6.68711419776335e-05,0.000168126381780646,"lmo0066","AL591824.1",72408,74222,"+",1815
509,10.6561956309776,12.9421426073284,6.80918101848919e-05,0.00017059043611692,"cobD","AL591824.1",1196097,1197182,"+",1086
83,10.7239785757377,12.9890282466994,6.99614136331153e-05,0.000174657191077038,"lmo0154","AL591824.1",151186,151890,"+",705
1152,12.0396791718074,14.2460279842641,7.05053645962664e-05,0.000175397556135975,"rplD","AL591824.1",2704433,2705056,"-",624
1101,2.56218976763487,13.8821116321409,7.16378598527201e-05,0.000177591757467058,"comFA","AL591824.1",2591451,2592770,"-",1320
452,10.4818305010148,12.8009427174784,7.23263189540253e-05,0.000178544935780131,"lmo1074","AL591824.1",1104048,1104851,"+",804
1162,2.62675032311473,13.9429644535324,7.25260105848767e-05,0.000178544935780131,"lmo2660","AL591824.1",2733230,2735245,"-",2016
879,11.2608380315448,13.5065181060453,7.43014289271394e-05,0.000182282744322982,"lmo2031","AL591824.1",2111684,2112373,"-",690
111,10.6178205639311,12.9009453093952,7.57588328471582e-05,0.00018521728444357,"cysE","AL591824.1",258856,259470,"+",615
931,10.6986818160214,12.9729709337598,7.94819327712169e-05,0.000193651856820594,"lmo2139","AL591824.1",2223324,2224226,"+",903
384,10.5230129710987,12.8247308589127,8.03803088239845e-05,0.000195169996425359,"lmo0939","AL591824.1",974229,974975,"-",747
919,11.4897887532335,13.7260271208112,8.12979921406391e-05,0.000196724492927348,"lmo2114","AL591824.1",2193645,2194412,"+",768
400,10.6941588739642,12.965854138263,8.32518968670117e-05,0.000200767329519426,"lmo0982","AL591824.1",1013475,1014527,"+",1053
166,10.6413600990651,12.9247123440359,8.41381552895829e-05,0.000202216786780726,"lmo0385","AL591824.1",408954,409931,"+",978
80,10.511764612194,12.8107705999559,8.51777108179692e-05,0.000203449444691595,"lmo0147","AL591824.1",145869,146306,"+",438
1256,10.7234504446719,12.9899092352111,8.52249436860417e-05,0.000203449444691595,"lmo2847","AL591824.1",2935083,2935904,"-",822
292,10.5592778723993,12.8459283712579,8.79081740682078e-05,0.000209150655752884,"lmo0718","AL591824.1",749219,749863,"+",645
1188,10.466560417663,12.7788714577595,9.1870473642574e-05,0.000217846708403294,"lmo2726","AL591824.1",2800958,2801407,"-",450
52,2.60649820848334,13.9237865965845,9.6322458894437e-05,0.000227236304120434,"lmo0108","AL591824.1",115087,116829,"-",1743
486,10.5052535377804,12.8018212429111,9.67695424753653e-05,0.000227236304120434,"lmo1130","AL591824.1",1163277,1163996,"-",720
459,10.47832988235,12.7791033067687,9.68398088394803e-05,0.000227236304120434,"lmo1086","AL591824.1",1121098,1121808,"+",711
20,1.80984870696271,14.126674633183,9.71122710133872e-05,0.000227236304120434,"lmo0037","AL591824.1",41803,43188,"+",1386
875,10.7206011014299,12.9910318906612,9.75046396370811e-05,0.000227315300552461,"lmo2022","AL591824.1",2101371,2102477,"-",1107
853,10.4587038810982,12.7629726657734,9.77909188245398e-05,0.000227315300552461,"lmo1973","AL591824.1",2046046,2046489,"-",444
427,10.6388293203988,12.9129511055678,9.81078730169999e-05,0.000227315300552461,"lmo1032","AL591824.1",1061291,1062115,"+",825
1130,10.651867252864,12.930113800212,9.91362547980181e-05,0.000228949852285977,"lmo2578","AL591824.1",2658966,2659841,"+",876
1107,10.7897108074739,13.0677535282701,9.96894355536036e-05,0.000229479901972419,"atpF","AL591824.1",2610592,2611104,"-",513
833,10.6699019116073,12.9376834968485,0.000101163660043324,0.000232119854274163,"lmo1930","AL591824.1",2004977,2005942,"-",966
1109,10.7754814140225,13.052015776332,0.000102201847502809,0.000233745515740296,"atpI","AL591824.1",2612205,2612603,"-",399
1200,10.5131016363275,12.8095478399916,0.000102987139074504,0.000234784185221296,"lmo2749","AL591824.1",2824079,2824651,"+",573
868,10.6570666438798,12.9269061908152,0.000103763158641655,0.000235795126528633,"lmo2004","AL591824.1",2076115,2076846,"-",732
811,10.4734670261326,12.7795585515601,0.000106912713514367,0.000242176082689094,"nth","AL591824.1",1967499,1968158,"-",660
315,10.5556413573243,12.8308189681284,0.000117765118368704,0.000265909136698761,"lmo0758","AL591824.1",783901,784788,"+",888
1135,10.531688240954,12.8331059355738,0.000119851394315869,0.000269760757364925,"lmo2583","AL591824.1",2663619,2664296,"-",678
10,10.5118023024153,12.8004318731023,0.00012089859078511,0.000271151066659401,"lmo0021","AL591824.1",24950,25351,"+",402
613,10.7845314092651,13.0599929662647,0.00012123397479694,0.000271151066659401,"opuCD","AL591824.1",1456775,1457446,"-",672
434,10.4401793330454,12.7470904627797,0.00012354210951082,0.000275444514601168,"lmo1040","AL591824.1",1069821,1070492,"-",672
548,10.3817700628748,12.7050549427582,0.000135926629292587,0.000301328477429395,"lmo1238","AL591824.1",1264642,1265388,"+",747
792,11.5424382496108,13.7710016528724,0.000136001569502689,0.000301328477429395,"lmo1849","AL591824.1",1925600,1926322,"-",723
570,10.5981011439934,12.8645805286075,0.000143081479037372,0.000316027316627716,"smbA","AL591824.1",1339592,1340320,"+",729
67,10.4697882624996,12.76931274758,0.000149107396984057,0.000328314113235083,"lmo0128","AL591824.1",130249,130671,"+",423
938,10.6218158254096,12.8960991144653,0.00015064250442477,0.000330667292994308,"lmo2162","AL591824.1",2245143,2245883,"-",741
851,10.5252669234695,12.818255218651,0.00015884951089022,0.000347605874139402,"lmo1968","AL591824.1",2042117,2042900,"-",784
323,10.5508922617409,12.8258901362298,0.000166181623667887,0.000362531603632406,"lmo0767","AL591824.1",792879,793754,"+",876
49,10.577424374489,12.8506668299921,0.000171189069985852,0.000372309971226898,"lmo0103","AL591824.1",108624,109256,"+",633
1027,10.5333795276085,12.8106532409256,0.000172381349933403,0.000373756504901477,"lmo2323","AL591824.1",2395798,2396331,"-",534
852,10.3465365199339,12.6647034225189,0.000174535645397626,0.000377273696911331,"lmo1969","AL591824.1",2042913,2043521,"-",609
975,2.33274640146981,13.6680060167875,0.000177884910057721,0.000383344684592474,"arpJ","AL591824.1",2339611,2341071,"+",1461
65,10.5886531540318,12.8605941072016,0.000178440721196169,0.000383377185842679,"lmo0126","AL591824.1",129218,129697,"+",480
1233,10.5084878075496,12.7923332789482,0.000179434689717446,0.000383643169254396,"lmo2808","AL591824.1",2891649,2892032,"-",384
842,10.4962357015366,12.7722593386543,0.00017964673087794,0.000383643169254396,"fhuC","AL591824.1",2034693,2035517,"+",825
419,10.4798339861245,12.7714981741735,0.000181533701693414,0.000386508692194086,"lmo1020","AL591824.1",1049273,1049986,"+",714
183,10.438373439245,12.7199917977934,0.000194158608097468,0.000412151057308697,"lmo0423","AL591824.1",443303,443851,"-",549
35,10.4156505223371,12.7165437102106,0.000197721733676018,0.000418461818436708,"lmo0073","AL591824.1",78090,78374,"+",285
781,10.7882612069885,13.0635977793238,0.000201706717090715,0.000425625185765823,"pyrDII","AL591824.1",1908827,1909591,"-",765
639,10.3112836480047,12.6227620860545,0.000205326234823727,0.000430955680718262,"lmo1488","AL591824.1",1520659,1521225,"-",567
1150,12.3183676517989,14.5055463237158,0.000205448547366393,0.000430955680718262,"rplV","AL591824.1",2702532,2702888,"-",357
1227,10.5348841860831,12.812392288233,0.000207940542124382,0.000434896296065449,"lmo2798","AL591824.1",2883422,2884078,"-",657
30,10.4042793930058,12.7010939077123,0.00021230771386883,0.000442724026861767,"lmo0062","AL591824.1",70676,71071,"+",396
536,10.4930390359791,12.7665794671491,0.000215578578484316,0.000448226428578828,"lmo1207","AL591824.1",1229967,1230773,"+",807
275,10.5450011866943,12.8197255678828,0.000217322879247617,0.000450389447013297,"lmo0699","AL591824.1",732022,733014,"+",993
754,10.4664639700998,12.7553729321056,0.000217889393971172,0.000450389447013297,"purC","AL591824.1",1844250,1844963,"-",714
291,10.342648316733,12.6513209809362,0.000221866306298075,0.000457276776643416,"lmo0717","AL591824.1",748537,749205,"+",669
1044,10.5215495303491,12.8017275311861,0.000225955708431992,0.000464355354429804,"lmo2347","AL591824.1",2415246,2415953,"-",708
190,10.4108437282539,12.6996854554731,0.000228505615074211,0.000468238384646287,"lmo0432","AL591824.1",453107,453853,"+",747
692,10.2544596834914,12.5758284173058,0.000229220209847603,0.00046834907429957,"lmo1623","AL591824.1",1665414,1666097,"-",684
952,10.38016767735,12.6934507386006,0.000230324080656408,0.000469252221797107,"lmo2200","AL591824.1",2288971,2289423,"-",453
267,10.5284160705024,12.7907758643792,0.000250801526186804,0.000509507971537089,"lmo0689","AL591824.1",723750,724658,"+",909
118,10.368670913441,12.6770257082013,0.000255234342655874,0.000517031854122898,"lmo0252","AL591824.1",267530,267916,"+",387
597,10.3053091187638,12.6241993603976,0.000256914281617795,0.00051895220987754,"lisR","AL591824.1",1402550,1403230,"+",681
667,10.380896255983,12.6774643235016,0.000262418332010545,0.00052856419714624,"comC","AL591824.1",1583928,1584638,"-",711
972,10.3319200357511,12.6266219387934,0.000265905284387288,0.000533317482333496,"lmo2248","AL591824.1",2337786,2338406,"+",621
511,10.4342027328895,12.7288917498778,0.000266282635749023,0.000533317482333496,"lmo1172","AL591824.1",1200051,1200632,"+",582
152,10.4462983000324,12.7265747912657,0.000277269481659846,0.000553757922526283,"lmo0343","AL591824.1",373129,373785,"-",657
334,10.5416613363333,12.8138649004201,0.000282292885503686,0.000562206898376723,"lmo0834","AL591824.1",864824,865537,"+",714
1125,10.2537246057828,12.5643721667549,0.000291196464764953,0.000578314547670454,"lmo2562","AL591824.1",2642499,2642948,"-",450
896,10.3233785593613,12.6387294814854,0.000296135313595887,0.000586480271897999,"lmo2078","AL591824.1",2157383,2157844,"-",462
1190,10.3626694065735,12.642835108863,0.00030136305453722,0.000595171046425874,"lmo2728","AL591824.1",2802543,2802998,"+",456
232,10.268366663913,12.5716695940927,0.000314228076856826,0.000618194825033559,"lmo0589","AL591824.1",630629,631042,"+",414
18,2.47515191502406,13.8004001228596,0.000314764925017087,0.000618194825033559,"lmo0034","AL591824.1",38031,39383,"+",1353
1179,10.4238906557089,12.7010563304317,0.000317281219000176,0.000621415426163328,"lmo2696","AL591824.1",2772634,2773230,"+",597
651,10.347860000582,12.638651459832,0.00031826891122946,0.000621632666836604,"lmo1507","AL591824.1",1537815,1538501,"+",687
342,3.10240775624794,13.4414966355885,0.000320745196061108,0.000624748197822323,"murF","AL591824.1",893838,895211,"+",1374
281,10.3627825735439,12.6446622037722,0.000323880914141594,0.000629127583907919,"lmo0706","AL591824.1",739723,740598,"+",876
666,10.3589574201646,12.6365978927629,0.00032634254523638,0.000632177225608179,"lmo1549","AL591824.1",1583242,1583916,"-",675
797,10.2960536534525,12.6163971417594,0.000339119059727485,0.000655137366067539,"deoD","AL591824.1",1932324,1933025,"-",702
298,10.3052132570567,12.6083876964207,0.000365196924980116,0.000703599510355713,"lmo0724","AL591824.1",755308,756036,"+",729
544,1.84373270884328,14.7188385825051,0.000373066245350868,0.000716812921283917,"lmo1224","AL591824.1",1245384,1248794,"+",3411
1168,10.3300142443146,12.6249243235857,0.00037627162226794,0.00072101778429181,"lmo2671","AL591824.1",2744571,2744939,"-",369
1156,10.4036751444414,12.6763476496957,0.000389081965551602,0.000743555562199693,"lmo2647","AL591824.1",2719735,2720484,"-",750
1051,2.30319239380515,13.634580802995,0.000395005848150875,0.000752847167577877,"lmo2363","AL591824.1",2433224,2434618,"+",1395
503,10.3909247573007,12.667626542331,0.00040591885890569,0.000771572308214837,"lmo1161","AL591824.1",1188949,1189788,"+",840
634,10.1539254977206,12.4800757513703,0.000417768937762504,0.000791973734956192,"lmo1465","AL591824.1",1497594,1498079,"-",486
203,10.375334460693,12.654660597429,0.000423271155570226,0.000800264664798107,"lmo0500","AL591824.1",535428,536078,"+",651
645,10.2683746807941,12.5573571040343,0.000429876674110604,0.000810591920064942,"lmo1498","AL591824.1",1528724,1529377,"-",654
755,10.3671329022064,12.6555537972243,0.000455831895818167,0.000857254148899418,"purE","AL591824.1",1847472,1847960,"-",489
679,10.2400285658921,12.5514516798991,0.000458533105261617,0.000860052835001288,"argB","AL591824.1",1630751,1631503,"-",753
326,10.2713720814399,12.5800815011704,0.000467620513190965,0.000874783493014233,"lmo0784","AL591824.1",807255,807689,"-",435
983,10.3438148357105,12.6314085957311,0.000472889054700095,0.000882311420479914,"lmo2274","AL591824.1",2362306,2362656,"+",351
889,10.2016146761051,12.5001094454002,0.000474832301806459,0.000883611816222519,"lmo2053","AL591824.1",2136239,2136796,"-",558
217,10.4474592014784,12.7149902753888,0.000478187308515467,0.000887525658998603,"lmo0532","AL591824.1",570008,570838,"+",831
155,10.328650810046,12.6100840764571,0.000484305064062123,0.000896533395352598,"lmo0347","AL591824.1",375842,376492,"-",651
121,10.1955241382548,12.491668519867,0.000505100302845778,0.000932594048743898,"lmo0266","AL591824.1",289139,289555,"+",417
744,3.58349193466365,14.8226205530336,0.00051562344880255,0.000949550714807813,"gatA","AL591824.1",1824936,1826387,"-",1452
165,10.3888672822813,12.6699803083657,0.00052648638989291,0.000967043653974283,"lmo0384","AL591824.1",408116,408937,"+",822
381,10.2897128951625,12.5889069285123,0.000528864857296773,0.000968902283781427,"lmo0936","AL591824.1",972719,973459,"+",741
543,10.1797586681282,12.4810442590317,0.000532846720683747,0.000973681249909219,"lmo1223","AL591824.1",1244669,1245370,"+",702
776,10.3519561263734,12.6184320688701,0.000542719957584429,0.000989173393129461,"lmo1827","AL591824.1",1902484,1903101,"-",618
514,10.2008455226514,12.4989369480304,0.000545017399766532,0.000990813683165312,"lmo1177","AL591824.1",1205922,1206575,"+",654
250,10.2806391079955,12.5794297908674,0.000560223161710249,0.00101585222929045,"lmo0664","AL591824.1",703128,703691,"+",564
547,10.3257659382983,12.6076794799084,0.000564849076288297,0.00102162753849082,"racE","AL591824.1",1263829,1264629,"+",801
716,2.82200352119268,14.1125930596716,0.000572327363510361,0.00103251934027696,"menE","AL591824.1",1725584,1726993,"-",1410
468,10.189642050579,12.4848211608643,0.000603720777466047,0.00108516294382647,"lmo1099","AL591824.1",1133698,1134117,"-",420
157,10.0365454527669,12.3583973541881,0.000605119619783696,0.00108516294382647,"lmo0357","AL591824.1",384926,385372,"+",447
1243,10.2584252246303,12.5451649068056,0.000606504323407682,0.00108516294382647,"lmo2827","AL591824.1",2915219,2915641,"-",423
1164,10.1323617170704,12.435868179472,0.00060763002637392,0.00108516294382647,"lmo2661","AL591824.1",2735279,2735953,"-",675
967,10.1050882741794,12.4182224553529,0.000620626256649095,0.00110558797980957,"lmo2241","AL591824.1",2332888,2333283,"-",396
117,10.1055544021862,12.4168580969235,0.000629461826424612,0.0011185173807896,"lmo0247","AL591824.1",264432,264902,"+",471
258,10.1517997706155,12.4637689350486,0.000632692054388164,0.00112144666640302,"lmo0677","AL591824.1",712208,712480,"+",273
482,10.255348057937,12.545132586192,0.000637195978966466,0.00112661333936964,"lmo1123","AL591824.1",1158930,1159403,"+",474
799,10.2266768100072,12.5341570844615,0.000642588753015109,0.00113332195494456,"lmo1860","AL591824.1",1934765,1935298,"-",534
353,10.390144142424,12.6634358070546,0.000652162576455383,0.00114735301912374,"lmo0877","AL591824.1",916436,917164,"+",729
201,10.2710917527988,12.5438162261415,0.000663859746992489,0.00116504099162791,"lmo0498","AL591824.1",534307,534756,"+",450
339,10.3590225282126,12.6364502462601,0.000672264024751969,0.001176877021109,"lmo0853","AL591824.1",891848,892189,"+",342
45,10.3656316219622,12.6437614482002,0.000677388735181534,0.00118292761882687,"lmo0093","AL591824.1",102155,102478,"+",324
940,1.4740205165445,13.8079497427268,0.000685889006500361,0.00119482876070947,"lmo2172","AL591824.1",2253221,2254804,"-",1584
209,10.2132232513622,12.5102843166705,0.000696550775779057,0.00120618696801806,"lmo0513","AL591824.1",546680,547138,"-",459
464,10.2386909780897,12.5340510769219,0.00069739553011941,0.00120618696801806,"lmo1093","AL591824.1",1128206,1129030,"+",825
517,10.2734745045805,12.5503393221604,0.000697512915214957,0.00120618696801806,"lmo1181","AL591824.1",1209053,1209808,"+",756
1235,1.39867846420491,13.7369172866565,0.000704337553182625,0.00121311216245439,"lmo2817","AL591824.1",2900594,2901784,"-",1191
720,2.12113393913482,13.4659360310797,0.000704939648704101,0.00121311216245439,"menF","AL591824.1",1730392,1731780,"-",1389
365,10.061645691634,12.3870550256883,0.000716922817141129,0.00123074643426891,"rsbV","AL591824.1",929892,930236,"+",345
1120,2.12966967134027,13.4651911611305,0.000733762087354375,0.00125661188389916,"lmo2550","AL591824.1",2625414,2626361,"-",948
474,10.1941548421782,12.4825974882442,0.000737591916693568,0.00126012691309817,"lmo1108","AL591824.1",1145211,1145711,"-",501
324,2.16359598477576,13.4955325682661,0.000741260337191466,0.00126334994968449,"lmo0768","AL591824.1",793777,795030,"+",1254
807,10.2799382926714,12.5734728650689,0.00075974545040037,0.0012917494588342,"lmo1885","AL591824.1",1958162,1958740,"-",579
1053,2.44411395955612,13.7611718045976,0.000762930586717798,0.00129406168895435,"lmo2371","AL591824.1",2448052,2449155,"+",1104
813,10.3010144314143,12.5758067236159,0.000771945217948466,0.00130622711103929,"dnaD","AL591824.1",1968169,1968888,"-",720
1030,10.101130527016,12.4077643531035,0.00078528437709014,0.00132563481751645,"lmo2326","AL591824.1",2397493,2397774,"-",282
748,2.0417902761401,13.3920876444506,0.000807652248126811,0.00136015544874563,"purM","AL591824.1",1838614,1839663,"-",1050
661,10.8897303404205,13.1307528165082,0.00084250624983873,0.00141549035814137,"lmo1541","AL591824.1",1576411,1576728,"-",318
328,2.14878434550301,13.4829143751624,0.000849114409319889,0.00142272668814032,"lmo0807","AL591824.1",834845,835939,"+",1095
58,10.1478834910414,12.4645435680544,0.000850826679508456,0.00142272668814032,"lmaB","AL591824.1",122798,123187,"+",390
305,10.0938882339116,12.4049404553809,0.000876418665990917,0.00146207255102955,"lmo0741","AL591824.1",771949,772326,"+",378
92,10.2723258650568,12.5605188977538,0.000898540121271012,0.00149545761967406,"lmo0174","AL591824.1",172903,173208,"-",306
1038,2.09044142232781,13.4226503973692,0.000944928460118412,0.00156897957429498,"lmo2341","AL591824.1",2409875,2410993,"-",1119
515,10.116649388563,12.4128791338494,0.000969514460477092,0.00160332813083506,"lmo1178","AL591824.1",1206590,1207111,"+",522
